,Name,Line
15852,karen,hey did you guys see this memo that dwight sent out reads memo women will be sent home if they wear makeup or heels exceeding  inch females are not allowed to speak to strangers unless given written authorization by dwight schrute this is ridiculous
15853,dwight,attention i am removing all bananas from the kitchen
15854,karen,dwight this memo that you distributed is insulting
15855,dwight,desperate times call for desperate measures
15856,pam,reads memo sleeves down to the wrists buttonedup collars and muted colors nobody dress like that camera pans over to angela
15857,michael,ok you know something dwight we are not the terrorists why dont you just take these women put em in a burlap sack and hit em with a stick because thats what youre doing i celebrate these women they deserve the right to dress as they please if pam wants to show more cleavage she should be able to i encourage that
15858,karen,look its really simple we just want you guys to treat us with respect
15859,michael,see thats what were talking about did you hear that dwight
15860,dwight,yes did you hear that michael
15861,michael,no dwight respect respsveet find out what it means to me all right you know what thats it conference room five minutes womens appreciation
15862,jim,wait a second how are you qualified for that
15863,michael,oh i dont know james did i come from a woman have i slept with a woman more than one
15864,dwight,eating banana mm less than three
15865,michael,that is not current
15866,dwight,you know what why doesnt oscar run the meeting hes a homosexual
15867,jim,why dont you run the meeting you play with dolls
15868,dwight,those are collectible action figures and theyre worth more than your car
15869,michael,you know what i am the expert i will conduct it i know the crap out of women
15870,michael,i um would like to apologize for all of the men who thought this was a laughing matter
15871,creed,are we still discussing this i say again what is the big deal
15872,michael,nobody likes to be flashed when meredith flashed me at that christmas party i nearly vomited
15873,meredith,i dont remember doing that
15874,angela,what a surprise
15875,michael,ok no catfights please lets  my point is my point is a penis when seen in the right context is the most wonderful sight for a woman but in the wrong context it is like a monster movie
15876,dwight,alien blagh
15877,michael,what are shut it shut up ok so what i want to engage us in today is a hardcore discussion about womens problems and issues and situations magazines and tv shows and movies portray women as skinny tall goddesses well look around are women like that no no they are not points to pam even the hot ones arent really that skinny so what does that say that says that you women are up against it and it is criminal society doesnt care society sucks i dont even consider myself a part of society fyi because i am so angry over all of this
15878,andy,if it were up to me you ladies would be the fashion models
15879,kevin,yes andy then the fashion models could come here and work with me
15880,karen,what youre saying is extremely misogynistic
15881,michael,yes thank you that was not necessary but i appreciated it and i proves my point women can do anything
15882,karen,im saying that youre being sexist
15883,michael,no im being misogynistic that is insane i am not being sexist
15884,karen,that  its the same thing
15885,phyllis,michael
15886,michael,yes
15887,phyllis,when i got my hair cut short you asked me if i was a lesbian
15888,michael,because wha that was one possible explanation as to why you got that haircut
15889,angela,and when we get mad you always ask us if were on our periods
15890,michael,i have to know whether youre serious or not
15891,dwight,i wish i could menstruate
15892,dwight,if i could menstruate i wouldnt have to deal with idiotic calendars anymore id just be able to count down from my previous cycle plus id be more in tune with the moon and the tides
15893,karen,can we just get back to work
15894,michael,ye  ok yes
15895,angela,this is not work talk
15896,michael,youre right youre right youre right and you know why its because of where we are this is a masculine environment we need to find a place where you feel comfortable you know where were gonna go the steamtown mall kelly gasps
15897,karen,frankly its kind of insulting but i have a bunch of stuff i need to return in my car so i could do that
15898,angela,malls are just awful and humiliating theyre just store after store of these horrible salespeople making a big fuss out of an adult shopping in a juniors section there are petite adults who are sort of smaller who need to wear maybe a kids size 
15899,michael,ok lets go ladies of dundermifflin hey we should have a calendar printed up pam put that in my good idea folder pam nods lets go
15900,dwight,have you finished with the sketch
15901,pam,yeah
15902,dwight,hmm doesnt seem like the type
15903,pam,uh phyllis got a good look
15904,dwight,hmm
15905,dwight,pams sketch looks like dwight with a mustache but without his glasses i plan on plastering this perverts face everywhere you can run but you cannot hide
15906,pam,tires screeching oh
15907,angela,meredith slow down were not gonna get there any faster if were dead
15908,meredith,thanks i know how to drive dumps the crumbs from a bag of chips she was eating into her mouth and throws it out the window
15909,pam,oh yeah you really shouldnt litter
15910,meredith,my car my rules
15911,kevin,hey jim you wanna go in the womens bathroom
15912,jim,no thank you though
15913,kevin,you arent curious
15914,jim,not really ive seen a bathroom before
15915,kevin,yeah but its every guys fantasy
15916,jim,i think you mean a girls locker room and in the fantasy theres usually girls in it
15917,kevin,quietly yeah im going in
15918,jim,go crazy
15919,kevin,in womens bathroom oh my god
15920,andy,i really appreciate your letting me work alongside you so closely today
