Name,Line
darryl,yeah he look like hillary clinton
michael,um lets just do this in 15 minutes
darryl,okay can you just stand right there  snaps camera phone picture i gotta send some emails
michael,negotiations are all about controlling things  about being in the drivers seat  and make one tiny mistake youre dead  i made one tiny mistake  i wore womans clothes
kevin,karen how do you feel that roy tried to kick your boyfriends ass over another woman
karen,i feel great kevin  thank you
stanley,you must have been scared out of your mind
karen,well you know it happened so fast i didnt really have time to be scared
angela,what happened exactly  i wasnt here so i havent really heard the whole story
karen,um well jim and i were talking and roy walked in looking super angry
angela,mmhmm
karen,and hes a big dude you know  and all of a sudden jim pushed me out of the way and roy cocked his fist and then bam dwight sprays him and knocks him on his butt
angela,flustered goodness
karen,when i heard jim and pam had kissed my reaction was to have lots of long talks with jim about our feelings  roy just attacked him  im not sure which one jim hated more
michael,lets get down to business  why dont you tell me why you think you deserve a raise
darryl,well its simple mike i mean we merged these two branches right  so now were shipping twice as many orders as we used to  with roy gone we got a smaller crew  and im pickin up all of his slack so i think i should be compensated fairly by gettin a raise
michael,mumbles jibberish
darryl,what  i cant hear you
michael,mumbling softly that was a very good point
darryl,i cant what mike  are you
michael,mumbling softly you make a very compelling argument
pam,sorry i almost got you killed
jim,yeah that was nuts
pam,he could have broken your nose or something  crazy  its just so stupid  i mean getting back with roy and everything  i mean what was i thinking right
jim,no i mean you guys really seem to have a strong connection
pam,not anymore  its um its completely over now
jim,well see  im sure you guys will find you way back to one another someday
pam,jim i am really sorry
jim,oh yeah  dont worry about it
michael,i am going to give you a piece of paper  i want you to write down how much you want and i want you to slide it back across the desk to me
darryl,why cant i just tell you
michael,because that is the way these things are done  in films darryl writes the amount and starts to hand the paper to michael no slide slide it yes
darryl,there you go
michael,oh scoffs come on  be serious
darryl,i am serious mike  thats a 10 raise  thats what i want
michael,i i cant give you that i i dont make this much
darryl,come on be for real mike
michael,i dont  want me to prove it to you  there is a pay stub
darryl,laughs are you serious  youre earning this
michael,plus perks yes
darryl,mike this is barely more than i make  you been here ten years dog laughs
michael,fourteen years
darryl,hoho
michael,no please please
darryl,oh im sorry mike some of my folks got to hear about this one  texting on cell phone ah laughs
michael,ok lets take 15 again
michael,a bosss salary isnt just about money it is about perks  it for example every year i get a $100 gas card cant put a price tag on that
jim,ok if you dont want a gift at least let me buy you a beer or lunch or something
dwight,when han solo returns to the death star in the millennium falcon and shoots down the tie fighters and saves the rebel cause do you think he does so for a free beer
jim,boy i
dwight,no  and why are you so interested in buying me something jim whats your angle
jim,its like when he annoys me and i want to screw with him to get him back he never sees it coming  but now i want to be nice to him and actually give him something and hes like an eel  i just cant grab onto him  its infuriating
karen,maybe you just feel guilty about all the pranks
jim,well yes thats probably what it is  so what do i do
karen,hmm  i dont know  maybe you should go back out there and sell paper so we can go on a trip
kevin,michael heres the uh $15 i owe you
michael,oh thank you
kevin,yeah  i heard you might need it  so
creed,heres the $40 you gave me
michael,i didnt give you $40
creed,in a way you did
stanley,yeah i heard how much michael makes  i still think hes way overpaid
darryl,on cell phone fourteen years  fourteen  i know  laughing  ok alright  i gotta go  later  hangs up
michael,okay  okay heres the straight dope  no tricks  no wikipedia
darryl,what
michael,i talked to corporate and they told me that i can only give you a 5 raise
darryl,thats cause of you mike  theyre not gonna give the workin man more than the boss
michael,well what am i supposed to do
darryl,get your own raise  you gotta get out there and earn son
